segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-013-S0201,O006-PSU-013,Lesson12,least-squares-estimates,8a390729a748b48918a197fb2c96c761332b6bb11a3dd7c5fc4bfde4da0695d9, with respect to , terhadap ,translated
O006-PSU-013-S0202,O006-PSU-013,Lesson12,least-squares-estimates,fb3ac6ea6572280cdc47b1e3ad8fcd262984901b6cd596138547cd23f4a29661,", we get:",", kita memperoleh:",translated
O006-PSU-013-S0203,O006-PSU-013,Lesson12,least-squares-estimates,9e5975676f594d06e34c9c4aa3aaa6f2b6036c4fc76f0147782fa2b1e030a1e4,"
Video 12.1: Proof: Deriving the formulas for the intercept a and slope b
","
Video 12.1: Bukti—Menurunkan rumus intersep a dan kemiringan b
",translated
O006-PSU-013-S0204,O006-PSU-013,Lesson12,least-squares-estimates,65a50547152266cf54c5e4ebcbaad8fb75e1b1200989f91ca84c217682687373,Now knowing that ,"Sekarang, karena diketahui bahwa ",translated
O006-PSU-013-S0205,O006-PSU-013,Lesson12,least-squares-estimates,81afb10b461acd8f2b7eee698fb0c314c454f7acb574a34baded7f6912fc7a0f, is , adalah ,translated
O006-PSU-013-S0206,O006-PSU-013,Lesson12,least-squares-estimates,d2003dfdace70755d77b9e42b72869ecd9e1a7e5bce319f9544d356574eddecf,", the average of the responses, let’s replace ",", rata-rata respons, gantilah ",translated
O006-PSU-013-S0207,O006-PSU-013,Lesson12,least-squares-estimates,92f1a79f3c70a37bce065d51a9853bc2230306a5fcecf4ddb9fce9e1e935324c, with , dengan ,translated
O006-PSU-013-S0208,O006-PSU-013,Lesson12,least-squares-estimates,fd3b6112fd245f157dab93f862684fe71797894825126b52fd5e0706f087e975, in the formula for , dalam rumus untuk ,translated
O006-PSU-013-S0209,O006-PSU-013,Lesson12,least-squares-estimates,b150cac179282114bcc5f28e44f3edaf9a9845e1134085686d5ed9501347b1e8,and take the derivative of ,lalu ambil turunan ,translated
O006-PSU-013-S0210,O006-PSU-013,Lesson12,least-squares-estimates,8a390729a748b48918a197fb2c96c761332b6bb11a3dd7c5fc4bfde4da0695d9, with respect to , terhadap ,translated
