segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-011-S0428,O006-PSU-011,Lesson10,approximate-wald-test,ae4dcb666edb5c17ebcd29235df270e1a1a4f63f1e4379c2f7d745a14c10001f, Approximate Wald Test, Uji Wald Hampiran,translated
O006-PSU-011-S0429,O006-PSU-011,Lesson10,approximate-wald-test,5ebad9a1de584322d5b1b207da8f69432fd093972bf48d7dd7d5a4c9861c03a2,"In the hypothesis tests we have developed so far, we need to find a test statistic and know the distribution of the test statistic under the null hypothesis. However, how do we choose the test statistic? Can we always find the distribution of the test statistic? Is the test statistic based on a statistic (or estimator) that has desirable properties?","Dalam uji hipotesis yang telah kita kembangkan sejauh ini, kita perlu menentukan statistik uji dan mengetahui distribusi statistik uji tersebut di bawah hipotesis nol. Namun, bagaimana kita memilih statistik uji? Dapatkah kita selalu menentukan distribusinya? Apakah statistik uji itu didasarkan pada suatu statistik (atau penduga) yang memiliki sifat-sifat yang diinginkan?",translated
O006-PSU-011-S0430,O006-PSU-011,Lesson10,approximate-wald-test,b2efbf4b32ce57b0216cdd6c3656e63c8fccd2adce1dfa49d5978a5b0b45c87a,"Based on what we learned so far in this class, we know the MLE has desirable properties, especially under certain conditions. We present in this lesson the Wald test. It is a test generally applicable with using the MLE and relies on the asymptotic normality of the MLE.","Berdasarkan apa yang telah kita pelajari sejauh ini dalam mata kuliah ini, kita mengetahui bahwa MLE memiliki sifat-sifat yang diinginkan, khususnya di bawah syarat tertentu. Dalam pelajaran ini, kita memperkenalkan uji Wald. Uji ini secara umum dapat diterapkan dengan menggunakan MLE dan bertumpu pada normalitas asimtotik MLE.",translated
O006-PSU-011-S0431,O006-PSU-011,Lesson10,the-step-up,a507974558c2cfd6658799f80fd8d8d893d24758989ed7390d54f1ba06ca3add, The Step Up, Langkah Berikutnya,translated
O006-PSU-011-S0432,O006-PSU-011,Lesson10,the-step-up,ac701f918548868f1cd98db8b712ff2bcee1b39d6defa7bc4c3d1d0af9664f60,"As we have noted before, if we consider each data point ","Seperti telah kita catat sebelumnya, jika setiap titik data ",translated
O006-PSU-011-S0433,O006-PSU-011,Lesson10,the-step-up,3f5f44ce27a9f00d77006f547bfe1ef5e5de73d2f92d1356a520de5f49ae1732," as a random variable, with "," dipandang sebagai peubah acak, dengan ",translated
O006-PSU-011-S0434,O006-PSU-011,Lesson10,the-step-up,e224f8e72a6c783b5b8d8230a01b45b2c79d0e1aa42b704f5e35d9b05a863da5," then any function of these data points is a random variable. In particular, the MLE "," maka setiap fungsi dari titik-titik data tersebut merupakan peubah acak. Secara khusus, MLE ",translated
O006-PSU-011-S0435,O006-PSU-011,Lesson10,the-step-up,03159ff7a20e47f6513f8d05337c9c6ff4ae22d9caca0e85d46f321e19f31bdc," is a function of the data, and so it is a random variable. In some simple cases, we can work out the distribution of "," merupakan fungsi dari data sehingga juga merupakan peubah acak. Dalam beberapa kasus sederhana, kita dapat menentukan distribusi ",translated
O006-PSU-011-S0436,O006-PSU-011,Lesson10,the-step-up,72d30a5036a47bc05f3a84c365d3586acbe8179900804bafae7e2dfbfea7156b," directly, but in many cases we cannot. Fortunately, there is a result that, for any MLE, regardless of the distribution "," secara langsung, tetapi dalam banyak kasus kita tidak dapat melakukannya. Untungnya, di bawah syarat keteraturan yang sesuai terdapat hasil normalitas asimtotik untuk MLE pada model dengan distribusi ",translated
O006-PSU-011-S0437,O006-PSU-011,Lesson10,the-step-up,fdf66901afa7f41d49561803a3e3a49b8403ae13c02a18aec7e9fd696e4cb0a7," that the data come from, the MLE is normally-distributed."," yang menghasilkan data tersebut; hasil ini memerlukan keteridentifikasian, parameter sebenarnya di bagian dalam ruang parameter, konsistensi, informasi nonsingular, serta syarat diferensiasi dan pertukaran yang sesuai, dan dapat gagal pada kasus tak teratur atau batas.",translated
