segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-012-S0001,O006-PSU-012,Lesson11,,cb4ad503e340ebd1a921e3ed6dcbfc0a80660936d8bfc9d190f70694b9ccb51b,Lessons,Pelajaran,translated
O006-PSU-012-S0002,O006-PSU-012,Lesson11,,82a1329a86f4d45267a5e6bfb19952b94f0fcf88505f592e19d3bfdf7ff90fcf,Bayesian Methods,Metode Bayesian,translated
O006-PSU-012-S0003,O006-PSU-012,Lesson11,,82a1329a86f4d45267a5e6bfb19952b94f0fcf88505f592e19d3bfdf7ff90fcf,Bayesian Methods,Metode Bayesian,translated
O006-PSU-012-S0004,O006-PSU-012,Lesson11,,f290b2f6383f0e98c2ee85771b45bb08b4a8145a1171294c776f227310deb7c8,Bayesian,Bayesian,translated
O006-PSU-012-S0005,O006-PSU-012,Lesson11,,482eb96e7e8d75a707f126ddd0134259e6ae73f11d0163f0b13d143326b369d3,Subjective Probability,Peluang Subjektif,translated
O006-PSU-012-S0006,O006-PSU-012,Lesson11,,3baf0ce1cc6d5e7e23f24a5168a33865e012b03b37aac0390987aa7982904243,Credible Intervals,Selang Kredibel,translated
O006-PSU-012-S0007,O006-PSU-012,Lesson11,overview,d4b1ea5708dd532930a85188b45aff6f0a3ed458500c7577e0127a538eb0d100,Overview,Ikhtisar,translated
O006-PSU-012-S0008,O006-PSU-012,Lesson11,overview,61670aeb1e2bc3dfda008f56dd53e0b84c26f82c79256b0624d4bac572ab717b,"
Fig 11.1: Thomas Bayes
","
Gambar 11.1: Thomas Bayes
",translated
O006-PSU-012-S0009,O006-PSU-012,Lesson11,overview,7fd1bfc8556930e534019b0a7299faad8e0d4bdbb8480bf01dcf3952fe87643f,"All of the methods we have developed and used thus far in this course have been developed using what statisticians would call a “frequentist” approach. In this section, we revisit some of those methods using what statisticians would call a “Bayesian” approach. Specifically, we will:","Semua metode yang sejauh ini telah kita kembangkan dan gunakan dalam mata kuliah ini dikembangkan dengan pendekatan yang oleh para statistisi disebut “frekuentis”. Pada bagian ini, kita meninjau kembali sebagian metode tersebut menggunakan pendekatan yang oleh para statistisi disebut “Bayesian”. Secara khusus, kita akan:",translated
O006-PSU-012-S0010,O006-PSU-012,Lesson11,overview,cbe72f3cd98f2e2be5f8e43e6a18f0b0cc3bd4a7e7adf95d18de9556974cba5d,learn how a Bayesian would assign probabilities to certain events,mempelajari bagaimana seorang Bayesian menetapkan peluang bagi kejadian tertentu,translated
O006-PSU-012-S0011,O006-PSU-012,Lesson11,overview,a450d6d790a738a7149a6fa62f6eb00b46d5d4537c9dd35b0607f2c9ec4ba343,learn how a Bayesian would tackle the estimation of a parameter,mempelajari bagaimana seorang Bayesian menangani pendugaan suatu parameter,translated
O006-PSU-012-S0012,O006-PSU-012,Lesson11,overview,466e2b989fde831bb3a037f09396b59d19cb172b72d5f0afdbb852c3c387396e,learn how a Bayesian would update the prior information they have about the value of a parameter,mempelajari bagaimana seorang Bayesian memperbarui informasi prior yang dimilikinya tentang nilai suatu parameter,translated
O006-PSU-012-S0013,O006-PSU-012,Lesson11,overview,d4615f6a129fcdb18501b29f099857c107694927fae58a879306b0ac53edeeb7,"In case you are wondering, the picture to the right is that of the Reverend Thomas Bayes, after which the field of Bayesian statistics is aptly named.","Jika Anda penasaran, gambar di sebelah kanan menampilkan Pendeta Thomas Bayes, yang namanya diabadikan dengan tepat pada bidang statistika Bayesian.",translated
O006-PSU-012-S0014,O006-PSU-012,Lesson11,overview,c8d84b2abec33c2862f66c6cc614d5ebc88e08734036d2986d779e8d72b9450a,"We’d need at least an entire semester, and perhaps more, to truly do any justice to the study of Bayesian statistics. The best we can do in this course is to dabble a bit and in doing so take just a tiny peek at the world through the eyes of a Bayesian. First, we’ll take a look at an example that illustrates how a Bayesian might assign a (subjective) probability to an event given the information he or she has available. Then, we’ll investigate how a Bayesian might estimate a parameter. Finally, we’ll explore how a Bayesian might update the prior information he or she has about the value of a parameter.","Kita memerlukan setidaknya satu semester penuh, mungkin bahkan lebih, untuk membahas statistika Bayesian secara layak. Dalam mata kuliah ini, kita paling jauh hanya dapat mencicipinya dan melihat sepintas dunia dari sudut pandang seorang Bayesian. Pertama, kita akan mengkaji contoh yang memperlihatkan cara seorang Bayesian menetapkan peluang (subjektif) pada suatu kejadian berdasarkan informasi yang tersedia. Selanjutnya, kita akan menyelidiki cara seorang Bayesian menduga suatu parameter. Terakhir, kita akan membahas cara seorang Bayesian memperbarui informasi prior yang dimilikinya tentang nilai suatu parameter.",translated
O006-PSU-012-S0015,O006-PSU-012,Lesson11,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,Tujuan,translated
O006-PSU-012-S0016,O006-PSU-012,Lesson11,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:","Setelah menyelesaikan pelajaran ini, Anda diharapkan mampu:",translated
