segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-013-S0401,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,c5a4b71ec5eb22695d845d6aa5e9a9e0528ca828950ba00975f8fcb6a42eb8c9,Def. 12.1 (Mean Square Error),Def. 12.1 (Rataan Kuadrat Galat),translated
O006-PSU-013-S0402,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,79e3f2a55928f9be8e9bf79254ff7e3ef670540a1c5ca07cfe875827d89757e0, The ," Sebaliknya, ",translated
O006-PSU-013-S0403,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,25f62065ccfb080db81852475d1d8b4d883b736821722f812e07a15aac0c321b,mean square error,rataan kuadrat galat,translated
O006-PSU-013-S0404,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,5b8be3a2955370249b7e0f6cf407e47991ab704d2f8174643b88043325bcb63c,", on the other hand:",:,translated
O006-PSU-013-S0405,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,875f0d7cbc1f51d3c0bd55c61656e4a5e3a43b5637b7fd396f076b330b74b239,is an ,merupakan ,translated
O006-PSU-013-S0406,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,d8bbbfc5661bd9a4175d2b87cadd9d8466e7f0c7b0975bd65a60d8198ae1ec7c,unbiased estimator,penduga tak bias,translated
O006-PSU-013-S0407,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,a4282e4b2298b90b56f7eea346da65668a968621448c899a2a3ea5cf15655ddc, of , bagi ,translated
O006-PSU-013-S0408,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,9386c1d58cb8faba399d5591581045bfe6eabe0166090de227635da64c85d19c,", the common variance of the ",", yaitu varians bersama dari ",translated
O006-PSU-013-S0409,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,1137b15c7797aa84ec24e8dca5cb966dd016624374a09cb2ecaa9ac3229f5ccc,many,banyak,translated
O006-PSU-013-S0410,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,e1b6c001120f0bc4536fd375c53024b31a330c5c7ef39ff2001e602f3507135f, populations., populasi.,translated
O006-PSU-013-S0411,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,96a6fb5dffc3a0a566d3e5b1b9b696111d9da9c452cb5342b952fdde2927e2ec,We’ll need to use these estimators of ,Kita perlu menggunakan penduga ,translated
O006-PSU-013-S0412,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,ce6db3445b1bd3bdb0d0469e7d901fb1fdbd6dd49993b45d7e3845f54f02adbd, when we derive confidence intervals for , ini ketika menurunkan selang kepercayaan untuk ,translated
O006-PSU-013-S0413,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,e3ee915a8e8c7aa02d2fced443314522b20824abd2535d5959c41dc8ab8a09e4, and , dan ,translated
O006-PSU-013-S0414,O006-PSU-013,Lesson12,what-about-the-unknown-variance-sigma2,aa825c524192062e7126244f8b44bb8e34d697f6c79daaf787e9fc47ff78394d, in the next section., pada bagian berikutnya.,translated
O006-PSU-013-S0415,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,e61f2b4af6c6934c6fb20f16c8dcc44846e66728359075ccfa0098340ac52fe5, Confidence Intervals for Regression Parameters, Selang Kepercayaan bagi Parameter Regresi,translated
O006-PSU-013-S0416,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,151084179e7e8b7b50d4a2ccde239ef460d516b42733e26943b853ef7136dff2,Before we can derive confidence intervals for ,Sebelum menurunkan selang kepercayaan untuk ,translated
O006-PSU-013-S0417,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,e3ee915a8e8c7aa02d2fced443314522b20824abd2535d5959c41dc8ab8a09e4, and , dan ,translated
O006-PSU-013-S0418,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,0087fd3f24670242335bf19482b3da0c2318edd9d2c581984e04bcbe4dd5e726,", we first need to derive the probability distributions of ",", pertama-tama kita perlu menurunkan distribusi peluang ",translated
O006-PSU-013-S0419,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,e3ee915a8e8c7aa02d2fced443314522b20824abd2535d5959c41dc8ab8a09e4, and , dan ,translated
O006-PSU-013-S0420,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,283f423fcb3471e349837287e679d527ef4ea986c99649785c1daa3809a6f972,". In the process of doing so, let’s adopt the more traditional estimator notation of putting a hat on greek letters. That is, here we’ll use:",". Selama proses ini, mari gunakan notasi penduga yang lebih tradisional dengan menambahkan topi pada huruf Yunani. Jadi, di sini kita menggunakan:",translated
O006-PSU-013-S0421,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,3b431f14fba74fd59f95d8093c18a5e44273856c9bf7477eae1f84815dce741d,Theorem 12.5,Teorema 12.5,translated
O006-PSU-013-S0422,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,ffc8aa03f91dd659b606d2ef014ba809543560f4a530d97e3a6d3d264df72333, Under the assumptions of the simple linear regression model:, Di bawah asumsi model regresi linear sederhana:,translated
O006-PSU-013-S0423,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,7fbb3ccf9640651f69af3626de6836fb302a0a088c7cd27721c367b8b530e502,Proof,Bukti,translated
O006-PSU-013-S0424,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,0b900ed6f9c598590141e78c0466c5e959639309922078406882eadb7f8e6f3b,Recall that the ML (and least squares!) estimator of ,Ingat bahwa penduga kemungkinan maksimum (dan kuadrat terkecil) bagi ,translated
O006-PSU-013-S0425,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,ccd4554f9c2a0a240cbe274a4447ae7d6933d28a26c80815a1475dff5ad731bd, is:, adalah:,translated
O006-PSU-013-S0426,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,e7028818418549a1219f93811ffbb5bb929765e67bb9aa446073d12cc93048d3,where the responses ,dengan respons ,translated
O006-PSU-013-S0427,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,126424e9432ac2302578d7af234edfb796445fa686e35c275f672f5f267fbe66, are independent and normally distributed. More specifically:, saling bebas dan berdistribusi normal. Secara lebih khusus:,translated
O006-PSU-013-S0428,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,e84b2e2a82b522539603d95fe86b4908c2876a0f09b7068c92623944dd4b4ecd,The expected value of ,Nilai harapan ,translated
O006-PSU-013-S0429,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,81afb10b461acd8f2b7eee698fb0c314c454f7acb574a34baded7f6912fc7a0f, is , adalah ,translated
O006-PSU-013-S0430,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,d83cba173cbfcd8048f7485905f3f479720ca987ce8edc3531d25b1be6c06048,", as shown here:",", seperti ditunjukkan berikut:",translated
O006-PSU-013-S0431,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,b2d8eb756ebd5335a7919742604c521fc1b1c38fe2ab91f51af5ab31a376f396,Because ,Karena ,translated
O006-PSU-013-S0432,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,1cc57ff54dc5d30c6eda3004ee5d0c10c008dc2732b5f601ed41c1576946dc18,The variance of ,Varians ,translated
O006-PSU-013-S0433,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,3937c3b21666c6ced69e1434df55a8dae54f290bce316a99574b6ad65eb2731b," follow directly from what we know about the variance of a sample mean, namely:"," diperoleh langsung dari varians rataan sampel, yaitu:",translated
O006-PSU-013-S0434,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,ad0bb8852a8acbaf2aeeb59afa47f5ae2c28da7c43ea82c18910e0ab44efbec6,"Therefore, since a linear combination of normal random variables is also normally distributed, we have:","Oleh karena kombinasi linear peubah acak normal juga berdistribusi normal, kita memperoleh:",translated
O006-PSU-013-S0435,O006-PSU-013,Lesson12,confidence-intervals-for-regression-parameters,fdd3caab221e24950a37c047cffefda7ea0c0ec4b6f64e6a9177ee653b50e961,as was to be proved!,seperti yang hendak dibuktikan.,translated
